Longitude,Latitude,Cluster,Day_of_Week,Hour,Day_of_year,Local_Authority_(District),1st_Road_Class,1st_Road_Number,Speed_limit,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Weather_Conditions,Road_Surface_Conditions,Accident
-0.431907,51.580739,298,3,1,167,26,3,4180,30,3,3,1,Fine without high winds,Dry,0
-0.431907,51.580739,298,1,17,109,26,3,4180,30,3,3,1,Fine without high winds,Dry,0
-0.431907,51.580739,298,5,4,106,26,3,4180,30,3,3,1,Fine without high winds,Dry,0
-0.26124400000000003,51.551665,1,5,9,156,28,3,406,40,3,1,1,Fine without high winds,Dry,1
-0.26124400000000003,51.551665,1,1,11,305,28,3,406,40,3,1,1,Fine without high winds,Dry,0
-0.26124400000000003,51.551665,1,6,5,254,28,3,406,40,3,1,1,Fine without high winds,Dry,0
-0.26124400000000003,51.551665,1,3,0,342,28,3,406,40,3,1,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,280,5,17,170,420,6,0,40,2,2,1,Fine without high winds,Dry,1
-0.43190100000000003,52.118835,280,6,11,198,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,280,6,1,79,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,280,2,4,243,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.136329,51.562247,199,4,8,23,3,3,400,30,3,2,1,Fine without high winds,Dry,1
-0.136329,51.562247,199,5,3,253,3,3,400,30,3,2,1,Fine without high winds,Dry,0
-0.136329,51.562247,199,5,23,302,3,3,400,30,3,2,1,Fine without high winds,Dry,0
-0.136329,51.562247,199,6,16,219,3,3,400,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,116,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,116,0,0,185,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,116,6,6,324,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,116,3,23,314,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.005496,51.535185,42,4,10,207,17,3,11,30,3,1,1,Fine without high winds,Dry,1
-0.005496,51.535185,42,4,7,343,17,3,11,30,3,1,1,Fine without high winds,Dry,0
-0.005496,51.535185,42,2,3,320,17,3,11,30,3,1,1,Fine without high winds,Dry,0
-0.005496,51.535185,42,3,12,356,17,3,11,30,3,1,1,Fine without high winds,Dry,0
-0.783087,54.237272,179,5,16,131,185,6,221,60,3,2,1,Snowing without high winds,Snow,1
-0.783087,54.237272,179,3,18,6,185,6,221,60,3,2,1,Snowing without high winds,Snow,0
-0.783087,54.237272,179,2,12,243,185,6,221,60,3,2,1,Snowing without high winds,Snow,0
-0.783087,54.237272,179,5,21,176,185,6,221,60,3,2,1,Snowing without high winds,Snow,0
-0.07198099999999999,51.524696999999996,94,6,9,199,5,3,1209,30,3,2,1,Fine without high winds,Dry,1
-0.07198099999999999,51.524696999999996,94,4,7,14,5,3,1209,30,3,2,1,Fine without high winds,Dry,0
-0.07198099999999999,51.524696999999996,94,6,20,128,5,3,1209,30,3,2,1,Fine without high winds,Dry,0
-0.07198099999999999,51.524696999999996,94,3,9,279,5,3,1209,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,299,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,299,2,16,299,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,299,6,8,247,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,299,5,12,85,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,4,17,133,71,4,5266,30,3,2,3,Fine without high winds,Dry,1
-3.01402,53.82524599999989,6,5,1,295,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,6,16,317,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,1,18,319,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-0.147375,51.577979,104,7,15,147,31,6,0,30,3,2,1,Fine without high winds,Dry,1
-0.147375,51.577979,104,6,7,86,31,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.147375,51.577979,104,0,21,332,31,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.147375,51.577979,104,4,8,63,31,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,111,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,111,0,18,311,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,111,2,15,285,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,111,6,10,338,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.137828,51.518477000000004,9,7,13,18,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,1
-0.137828,51.518477000000004,9,5,20,330,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,0,23,185,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,0,16,248,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-3.01402,53.82524599999989,6,4,17,133,71,4,5266,30,3,2,3,Fine without high winds,Dry,1
-3.01402,53.82524599999989,6,1,20,242,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,2,18,257,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,2,19,166,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,5,17,170,420,6,0,40,2,2,1,Fine without high winds,Dry,1
-0.43190100000000003,52.118835,8,5,16,8,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,4,1,350,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,3,2,160,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-2.192965,52.14767,143,6,17,331,273,1,5,70,3,3,1,Fine without high winds,Dry,1
-2.192965,52.14767,143,0,16,129,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.192965,52.14767,143,2,11,68,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.192965,52.14767,143,2,0,159,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-0.137828,51.518477000000004,9,7,13,18,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,1
-0.137828,51.518477000000004,9,3,5,321,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,5,19,57,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,1,23,74,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.064698,51.526465,243,5,11,17,5,4,108,30,3,2,1,Fine without high winds,Dry,1
-0.064698,51.526465,243,3,23,195,5,4,108,30,3,2,1,Fine without high winds,Dry,0
-0.064698,51.526465,243,1,1,95,5,4,108,30,3,2,1,Fine without high winds,Dry,0
-0.064698,51.526465,243,2,7,110,5,4,108,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,13,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,13,1,7,312,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,13,0,12,122,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,13,4,7,21,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.192889,51.456569,35,7,20,19,10,3,217,30,3,2,2,Snowing without high winds,Snow,1
-0.192889,51.456569,35,4,2,161,10,3,217,30,3,2,2,Snowing without high winds,Snow,0
-0.192889,51.456569,35,1,6,214,10,3,217,30,3,2,2,Snowing without high winds,Snow,0
-0.192889,51.456569,35,3,20,97,10,3,217,30,3,2,2,Snowing without high winds,Snow,0
-0.046301999999999996,51.521753000000004,130,3,13,38,5,3,11,30,2,2,1,Fine without high winds,Dry,1
-0.046301999999999996,51.521753000000004,130,3,10,223,5,3,11,30,2,2,1,Fine without high winds,Dry,0
-0.046301999999999996,51.521753000000004,130,4,23,63,5,3,11,30,2,2,1,Fine without high winds,Dry,0
-0.046301999999999996,51.521753000000004,130,1,0,151,5,3,11,30,2,2,1,Fine without high winds,Dry,0
-0.247991,51.506648,79,2,22,334,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,1
-0.247991,51.506648,79,4,23,315,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-0.247991,51.506648,79,1,4,235,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-0.247991,51.506648,79,0,21,290,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-2.593534,53.390868999999896,291,7,17,226,128,6,0,20,2,2,1,Fine without high winds,Dry,1
-2.593534,53.390868999999896,291,6,11,65,128,6,0,20,2,2,1,Fine without high winds,Dry,0
-2.593534,53.390868999999896,291,3,9,195,128,6,0,20,2,2,1,Fine without high winds,Dry,0
-2.593534,53.390868999999896,291,3,13,356,128,6,0,20,2,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,4,17,133,71,4,5266,30,3,2,3,Fine without high winds,Dry,1
-3.01402,53.82524599999989,6,4,1,35,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,1,3,172,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,6,14,261,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-0.140716,51.507731,33,7,7,228,1,3,4,30,3,1,1,Fine without high winds,Dry,1
-0.140716,51.507731,33,1,3,172,1,3,4,30,3,1,1,Fine without high winds,Dry,0
-0.140716,51.507731,33,3,1,314,1,3,4,30,3,1,1,Fine without high winds,Dry,0
-0.140716,51.507731,33,6,2,352,1,3,4,30,3,1,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,4,17,133,71,4,5266,30,3,2,3,Fine without high winds,Dry,1
-3.01402,53.82524599999989,6,4,4,91,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,0,11,3,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,1,20,11,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,10,6,7,100,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,1,17,179,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,1,9,326,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,10,5,0,71,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,3,16,27,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,1,18,249,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.012980000000000002,51.57524,300,5,10,236,13,3,104,30,3,1,1,Fine without high winds,Dry,1
-0.012980000000000002,51.57524,300,6,9,226,13,3,104,30,3,1,1,Fine without high winds,Dry,0
-0.012980000000000002,51.57524,300,5,7,134,13,3,104,30,3,1,1,Fine without high winds,Dry,0
-0.012980000000000002,51.57524,300,0,20,192,13,3,104,30,3,1,1,Fine without high winds,Dry,0
0.152881,51.460406,224,6,13,142,18,3,220,30,3,2,1,Fine without high winds,Dry,1
0.152881,51.460406,224,0,1,192,18,3,220,30,3,2,1,Fine without high winds,Dry,0
0.152881,51.460406,224,0,9,311,18,3,220,30,3,2,1,Fine without high winds,Dry,0
0.152881,51.460406,224,1,17,74,18,3,220,30,3,2,1,Fine without high winds,Dry,0
-0.137828,51.518477000000004,9,7,13,18,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,1
-0.137828,51.518477000000004,9,2,10,208,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,3,15,342,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,4,11,91,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-2.192811,53.043252,246,4,10,247,257,4,5050,30,3,2,2,Fine without high winds,Dry,1
-2.192811,53.043252,246,3,14,286,257,4,5050,30,3,2,2,Fine without high winds,Dry,0
-2.192811,53.043252,246,5,19,183,257,4,5050,30,3,2,2,Fine without high winds,Dry,0
-2.192811,53.043252,246,5,12,155,257,4,5050,30,3,2,2,Fine without high winds,Dry,0
-0.012457,51.511112,151,2,19,296,5,3,13,30,3,2,1,Fine without high winds,Dry,1
-0.012457,51.511112,151,6,19,170,5,3,13,30,3,2,1,Fine without high winds,Dry,0
-0.012457,51.511112,151,1,2,284,5,3,13,30,3,2,1,Fine without high winds,Dry,0
-0.012457,51.511112,151,3,5,76,5,3,13,30,3,2,1,Fine without high winds,Dry,0
-2.192965,52.14767,16,6,17,331,273,1,5,70,3,3,1,Fine without high winds,Dry,1
-2.192965,52.14767,16,5,22,260,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.192965,52.14767,16,5,10,344,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.192965,52.14767,16,2,5,152,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,10,2,15,229,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,2,9,75,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,4,10,350,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,5,17,170,420,6,0,40,2,2,1,Fine without high winds,Dry,1
-0.43190100000000003,52.118835,8,6,12,247,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,2,3,306,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,8,5,12,15,420,6,0,40,2,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,190,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,190,1,5,277,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,190,0,2,360,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,190,2,10,306,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.078109,51.488735999999996,86,6,18,164,8,3,2,30,3,1,1,Fine without high winds,Dry,1
-0.078109,51.488735999999996,86,2,13,33,8,3,2,30,3,1,1,Fine without high winds,Dry,0
-0.078109,51.488735999999996,86,2,10,26,8,3,2,30,3,1,1,Fine without high winds,Dry,0
-0.078109,51.488735999999996,86,1,5,354,8,3,2,30,3,1,1,Fine without high winds,Dry,0
-2.192978,52.221553,145,6,18,352,276,3,4536,40,2,2,1,Fine without high winds,Dry,1
-2.192978,52.221553,145,5,1,162,276,3,4536,40,2,2,1,Fine without high winds,Dry,0
-2.192978,52.221553,145,0,4,178,276,3,4536,40,2,2,1,Fine without high winds,Dry,0
-2.192978,52.221553,145,2,12,327,276,3,4536,40,2,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,116,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,116,6,5,163,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,116,2,1,110,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,116,5,20,267,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.137828,51.518477000000004,9,7,13,18,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,1
-0.137828,51.518477000000004,9,1,5,193,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,2,0,96,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,6,16,261,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.05469500000000001,51.403063,137,2,17,344,19,3,214,30,3,2,1,Fine without high winds,Wet/Damp,1
-0.05469500000000001,51.403063,137,2,22,222,19,3,214,30,3,2,1,Fine without high winds,Wet/Damp,0
-0.05469500000000001,51.403063,137,6,6,135,19,3,214,30,3,2,1,Fine without high winds,Wet/Damp,0
-0.05469500000000001,51.403063,137,0,9,164,19,3,214,30,3,2,1,Fine without high winds,Wet/Damp,0
-0.150599,51.466521,108,3,11,337,9,3,3216,30,3,2,1,Fine without high winds,Dry,1
-0.150599,51.466521,108,3,1,41,9,3,3216,30,3,2,1,Fine without high winds,Dry,0
-0.150599,51.466521,108,5,3,57,9,3,3216,30,3,2,1,Fine without high winds,Dry,0
-0.150599,51.466521,108,6,19,114,9,3,3216,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,10,1,23,144,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,1,10,354,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,4,13,343,71,6,0,30,3,2,1,Fine without high winds,Dry,0
0.152873,51.460226,34,3,14,98,18,3,220,30,2,1,1,Fine without high winds,Dry,1
0.152873,51.460226,34,6,19,352,18,3,220,30,2,1,1,Fine without high winds,Dry,0
0.152873,51.460226,34,1,20,116,18,3,220,30,2,1,1,Fine without high winds,Dry,0
0.152873,51.460226,34,4,11,245,18,3,220,30,2,1,1,Fine without high winds,Dry,0
-0.181383,51.481660999999995,22,6,18,284,12,3,3217,30,2,2,1,Fine without high winds,Dry,1
-0.181383,51.481660999999995,22,6,11,212,12,3,3217,30,2,2,1,Fine without high winds,Dry,0
-0.181383,51.481660999999995,22,2,6,54,12,3,3217,30,2,2,1,Fine without high winds,Dry,0
-0.181383,51.481660999999995,22,6,17,184,12,3,3217,30,2,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,28,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,28,0,21,38,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,28,1,0,207,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,28,3,0,202,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,4,17,133,71,4,5266,30,3,2,3,Fine without high winds,Dry,1
-3.01402,53.82524599999989,6,1,11,214,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,5,1,281,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.01402,53.82524599999989,6,4,13,77,71,4,5266,30,3,2,3,Fine without high winds,Dry,0
-3.014019,56.497049,31,1,17,172,918,6,0,30,3,1,2,Fine without high winds,Dry,1
-3.014019,56.497049,31,1,23,25,918,6,0,30,3,1,2,Fine without high winds,Dry,0
-3.014019,56.497049,31,3,22,34,918,6,0,30,3,1,2,Fine without high winds,Dry,0
-3.014019,56.497049,31,5,18,218,918,6,0,30,3,1,2,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,10,3,4,146,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,6,1,296,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,2,8,313,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.247991,51.506648,79,2,22,334,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,1
-0.247991,51.506648,79,1,4,242,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-0.247991,51.506648,79,0,19,115,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-0.247991,51.506648,79,6,12,170,27,3,4020,30,3,2,1,Raining without high winds,Wet/Damp,0
-0.111921,51.461768,75,6,2,221,9,3,2217,30,3,2,1,Fine without high winds,Dry,1
-0.111921,51.461768,75,4,21,133,9,3,2217,30,3,2,1,Fine without high winds,Dry,0
-0.111921,51.461768,75,3,14,223,9,3,2217,30,3,2,1,Fine without high winds,Dry,0
-0.111921,51.461768,75,5,0,78,9,3,2217,30,3,2,1,Fine without high winds,Dry,0
-2.192965,52.14767,16,6,17,331,273,1,5,70,3,3,1,Fine without high winds,Dry,1
-2.192965,52.14767,16,3,5,111,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.192965,52.14767,16,4,12,182,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.192965,52.14767,16,5,11,176,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.593356,51.456540999999895,241,6,19,157,601,6,0,20,3,2,1,Fine without high winds,Dry,1
-2.593356,51.456540999999895,241,4,12,168,601,6,0,20,3,2,1,Fine without high winds,Dry,0
-2.593356,51.456540999999895,241,5,3,204,601,6,0,20,3,2,1,Fine without high winds,Dry,0
-2.593356,51.456540999999895,241,0,23,220,601,6,0,20,3,2,1,Fine without high winds,Dry,0
-2.192965,52.14767,5,6,17,331,273,1,5,70,3,3,1,Fine without high winds,Dry,1
-2.192965,52.14767,5,2,23,103,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.192965,52.14767,5,3,13,272,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-2.192965,52.14767,5,0,11,262,273,1,5,70,3,3,1,Fine without high winds,Dry,0
-0.267289,51.487458000000004,119,6,3,220,25,3,4,40,3,1,1,Fine without high winds,Dry,1
-0.267289,51.487458000000004,119,1,20,347,25,3,4,40,3,1,1,Fine without high winds,Dry,0
-0.267289,51.487458000000004,119,6,13,2,25,3,4,40,3,1,1,Fine without high winds,Dry,0
-0.267289,51.487458000000004,119,1,4,207,25,3,4,40,3,1,1,Fine without high winds,Dry,0
-0.137828,51.518477000000004,9,7,13,18,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,1
-0.137828,51.518477000000004,9,6,19,9,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,0,16,290,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
-0.137828,51.518477000000004,9,5,12,281,1,4,506,30,3,1,1,Raining without high winds,Wet/Damp,0
0.03768,51.530127,263,1,10,104,17,3,124,30,3,2,1,Fine without high winds,Dry,1
0.03768,51.530127,263,4,7,294,17,3,124,30,3,2,1,Fine without high winds,Dry,0
0.03768,51.530127,263,2,17,334,17,3,124,30,3,2,1,Fine without high winds,Dry,0
0.03768,51.530127,263,4,17,189,17,3,124,30,3,2,1,Fine without high winds,Dry,0
-3.014019,56.497049,236,1,17,172,918,6,0,30,3,1,2,Fine without high winds,Dry,1
-3.014019,56.497049,236,4,12,84,918,6,0,30,3,1,2,Fine without high winds,Dry,0
-3.014019,56.497049,236,2,2,285,918,6,0,30,3,1,2,Fine without high winds,Dry,0
-3.014019,56.497049,236,5,10,106,918,6,0,30,3,1,2,Fine without high winds,Dry,0
-0.140716,51.507731,33,7,7,228,1,3,4,30,3,1,1,Fine without high winds,Dry,1
-0.140716,51.507731,33,6,15,331,1,3,4,30,3,1,1,Fine without high winds,Dry,0
-0.140716,51.507731,33,0,4,220,1,3,4,30,3,1,1,Fine without high winds,Dry,0
-0.140716,51.507731,33,5,19,141,1,3,4,30,3,1,1,Fine without high winds,Dry,0
0.08392000000000001,51.57338,26,3,15,175,14,3,12,30,3,3,2,Fine without high winds,Dry,1
0.08392000000000001,51.57338,26,0,2,157,14,3,12,30,3,3,2,Fine without high winds,Dry,0
0.08392000000000001,51.57338,26,1,11,53,14,3,12,30,3,3,2,Fine without high winds,Dry,0
0.08392000000000001,51.57338,26,1,21,53,14,3,12,30,3,3,2,Fine without high winds,Dry,0
-0.134284,51.509966999999996,301,3,0,164,1,3,4,30,2,2,1,Fine without high winds,Dry,1
-0.134284,51.509966999999996,301,2,20,313,1,3,4,30,2,2,1,Fine without high winds,Dry,0
-0.134284,51.509966999999996,301,4,11,49,1,3,4,30,2,2,1,Fine without high winds,Dry,0
-0.134284,51.509966999999996,301,4,23,210,1,3,4,30,2,2,1,Fine without high winds,Dry,0
-0.062028,51.51464,62,7,7,35,5,4,108,30,3,1,1,Fine without high winds,Dry,1
-0.062028,51.51464,62,6,6,58,5,4,108,30,3,1,1,Fine without high winds,Dry,0
-0.062028,51.51464,62,3,14,223,5,4,108,30,3,1,1,Fine without high winds,Dry,0
-0.062028,51.51464,62,2,6,47,5,4,108,30,3,1,1,Fine without high winds,Dry,0
-0.247994,52.613787,302,6,17,313,394,3,15,70,3,2,1,Fine without high winds,Dry,1
-0.247994,52.613787,302,0,17,45,394,3,15,70,3,2,1,Fine without high winds,Dry,0
-0.247994,52.613787,302,3,10,125,394,3,15,70,3,2,1,Fine without high winds,Dry,0
-0.247994,52.613787,302,1,11,67,394,3,15,70,3,2,1,Fine without high winds,Dry,0
-0.43190100000000003,52.118835,258,5,17,170,420,6,0,40,2,2,1,Fine without high winds,Wet/Damp,1
-0.43190100000000003,52.118835,258,1,18,228,420,6,0,40,2,2,1,Fine without high winds,Wet/Damp,0
-0.43190100000000003,52.118835,258,5,10,218,420,6,0,40,2,2,1,Fine without high winds,Wet/Damp,0
-0.43190100000000003,52.118835,258,4,2,224,420,6,0,40,2,2,1,Fine without high winds,Wet/Damp,0
-0.137714,51.507144,303,6,13,164,1,6,0,30,3,2,1,Fine without high winds,Dry,1
-0.137714,51.507144,303,2,7,68,1,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.137714,51.507144,303,5,3,99,1,6,0,30,3,2,1,Fine without high winds,Dry,0
-0.137714,51.507144,303,3,8,41,1,6,0,30,3,2,1,Fine without high winds,Dry,0
0.152873,51.460226,34,3,14,98,18,3,220,30,2,1,1,Fine without high winds,Dry,1
0.152873,51.460226,34,3,9,174,18,3,220,30,2,1,1,Fine without high winds,Dry,0
0.152873,51.460226,34,4,5,182,18,3,220,30,2,1,1,Fine without high winds,Dry,0
0.152873,51.460226,34,1,20,95,18,3,220,30,2,1,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,3,9,161,71,6,0,30,3,2,1,Fine without high winds,Dry,1
-3.01402,53.82524599999989,10,0,17,255,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,1,18,270,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.01402,53.82524599999989,10,0,12,31,71,6,0,30,3,2,1,Fine without high winds,Dry,0
-3.014042,53.9194449999999,304,2,10,242,85,3,585,30,3,2,1,Fine without high winds,Dry,1
-3.014042,53.9194449999999,304,1,17,123,85,3,585,30,3,2,1,Fine without high winds,Dry,0
-3.014042,53.9194449999999,304,1,12,144,85,3,585,30,3,2,1,Fine without high winds,Dry,0
-3.014042,53.9194449999999,304,4,20,350,85,3,585,30,3,2,1,Fine without high winds,Dry,0
-0.066815,51.517327,290,6,8,53,5,3,11,30,3,3,2,Fine without high winds,Dry,1
-0.066815,51.517327,290,0,1,150,5,3,11,30,3,3,2,Fine without high winds,Dry,0
-0.066815,51.517327,290,5,12,43,5,3,11,30,3,3,2,Fine without high winds,Dry,0
-0.066815,51.517327,290,6,12,100,5,3,11,30,3,3,2,Fine without high winds,Dry,0
